source_index,tx,ty,tz,rx,ry,rz
0,-0.5619733333587646,-1.8816345930099487,0.6644700765609741,0.41632628440856934,-0.17090170085430145,-0.023642558604478836
1,-0.9736121892929077,-1.8542122840881348,0.7119245529174805,0.7224124670028687,-0.9997363686561584,0.08387164026498795
0,-0.5523363351821899,-1.8484878540039062,0.6524288058280945,0.4091566801071167,-0.16795291006565094,-0.021861620247364044
1,-0.9559130668640137,-1.821580171585083,0.6997131109237671,0.7098812460899353,-0.9830156564712524,0.08168861269950867
0,-0.560746967792511,-1.8765515089035034,0.6629985570907593,0.414935439825058,-0.17037725448608398,-0.02110476978123188
1,-0.9709653258323669,-1.85044264793396,0.7102038264274597,0.7216506004333496,-0.9995600581169128,0.08190473169088364
0,-0.5642876029014587,-1.886601209640503,0.6667576432228088,0.4174489378929138,-0.17038306593894958,-0.02229524590075016
1,-0.9765490293502808,-1.8597768545150757,0.7141703367233276,0.7255939245223999,-1.004982590675354,0.08248952776193619
