source_index,tx,ty,tz,rx,ry,rz
0,-0.3837025463581085,-1.283005952835083,-0.10632865875959396,0.4466911852359772,-0.705066978931427,0.22410190105438232
1,-0.8221291899681091,-1.2627571821212769,0.1133275032043457,0.3719955384731293,-0.3550916910171509,-0.1409255415201187
0,-0.41169580817222595,-1.3721107244491577,-0.11039279401302338,0.4828459918498993,-0.7537657618522644,0.23608170449733734
1,-0.8758147358894348,-1.3535830974578857,0.1257348656654358,0.3994409143924713,-0.382598876953125,-0.1498100608587265
0,-0.486846923828125,-1.6261717081069946,-0.12943021953105927,0.5768551826477051,-0.8927128911018372,0.28090596199035645
1,-1.0328272581100464,-1.606278657913208,0.15312671661376953,0.4736801087856293,-0.45779895782470703,-0.17772004008293152
0,-0.5104419589042664,-1.7059743404388428,-0.13589531183242798,0.6055976748466492,-0.9369826912879944,0.2946193814277649
1,-1.0833775997161865,-1.6849725246429443,0.16092440485954285,0.4967590868473053,-0.4801923930644989,-0.18577678501605988
